1,2026-01-07 15:58:44,HEAT,12,GRIZZLIES,11,EAM TPAB O TOTAL EAT 2 2 1 7 12 PRIZZLIES 2 3 4 2 11
2,2026-01-07 16:10:22,76ERS,6,MAGIC,11,TRAM T AS4 O TTOTAL 6ERS 2 2 2 6 MAGIC 5 2 4 11
